postcode,suburb,lat,lon
4875,SAIBAI ISLAND,-9.38806,142.625873
4875,STEPHENS ISLAND,-9.507367,143.545451
4875,THURSDAY ISLAND,-10.583796,142.220601
4875,WARRABER ISLAND,-10.207712,142.823492
4875,YAM ISLAND,-9.898608,142.770817
4875,YORKE ISLAND,-9.747416,143.409015
4876,BAMAGA,-10.851692,142.427014
4876,INJINOO,-11.057093,142.262784
4876,NEW MAPOON,-10.802654,142.445717
4876,SEISIA,-10.850845,142.366112
4876,UMAGICO,-10.918605,142.396534
4877,CRAIGLIE,-16.535286,145.467604
4877,KILLALOE,-16.50605,145.440188
4877,MOWBRAY,-16.56639,145.477438
4877,OAK BEACH,-16.589879,145.513507
4877,PORT DOUGLAS,-16.483986,145.46582
4877,WANGETTI,-16.664449,145.566327
4878,BARRON,-16.838291,145.708683
4878,CARAVONICA,-16.871009,145.67826
4878,HOLLOWAYS BEACH,-16.842362,145.739486
4878,MACHANS BEACH,-16.852118,145.745753
4878,SMITHFIELD,-16.848563,145.702333
4878,YORKEYS KNOB,-16.811855,145.72086
4879,CLIFTON BEACH,-16.765776,145.668652
4879,ELLIS BEACH,-16.730748,145.655805
4879,KEWARRA BEACH,-16.782558,145.683517
4879,PALM COVE,-16.747083,145.670998
4879,TRINITY BEACH,-16.79042,145.691383
4879,TRINITY PARK,-16.805694,145.700769
4880,ARRIGA,-17.109908,145.301993
4880,BIBOOHRA,-16.917396,145.421072
4880,CHEWKO,-17.071758,145.373432
4880,GLEN RUSSELL,-17.003788,145.265453
4880,MAREEBA,-16.992194,145.422204
4880,PADDYS GREEN,-17.002578,145.372112
4881,KOAH,-16.824388,145.509799
4881,KURANDA,-16.821476,145.634177
4881,MONA MONA,-16.777638,145.613077
4881,SPEEWAH,-16.88444,145.609202
4882,TOLGA,-17.185835,145.463033
4883,ATHERTON,-17.268273,145.47457
4883,CARRINGTON,-17.304706,145.458932
4883,EAST BARRON,-17.30843,145.534956
4883,UPPER BARRON,-17.373607,145.536161
4883,WONGABEL,-17.327761,145.470665
4884,GADGARRA,-17.219315,145.696889
4884,LAKE BARRINE,-17.230207,145.654778
4884,LAKE EACHAM,-17.302889,145.634411
4884,YUNGABURRA,-17.270524,145.583106
4885,BUTCHERS CREEK,-17.363155,145.69377
4885,GLEN ALLYN,-17.384245,145.666291
4885,JAGGAN,-17.395964,145.597665
4885,KUREEN,-17.340459,145.568281
4885,MALANDA,-17.351899,145.592764
4885,NORTH JOHNSTONE,-17.324356,145.66547
4885,PEERAMON,-17.318794,145.619347
4885,TARZALI,-17.423736,145.603861
4885,TOPAZ,-17.430265,145.72086
4886,BEATRICE,-17.542146,145.605722
4886,ELLINJAA,-17.503155,145.632382
4886,MAALAN,-17.614955,145.602943
4886,MIDDLEBROOK,-17.562825,145.636352
4886,MILLAA MILLAA,-17.513293,145.613119
4886,MINBUN,-17.474264,145.58234
4886,MOREGATTA,-17.495586,145.578412
4886,MUNGALLI,-17.546295,145.697091
4887,HERBERTON,-17.384931,145.386636
4887,IRVINEBANK,-17.428458,145.199097
4887,KALUNGA,-17.449687,145.380865
4887,MOOMIN,-17.360237,145.406904
4887,WATSONVILLE,-17.376368,145.293136
4887,WONDECLA,-17.411073,145.39226
4888,EVELYN,-17.499336,145.491052
4888,KABAN,-17.50381,145.390013
4888,MILLSTREAM,-17.644817,145.344895
4888,RAVENSHOE,-17.60798,145.483223
4888,TUMOULIN,-17.567647,145.456494
4890,HOWITT,-17.281509,141.625841
4890,NORMAN,-17.679813,141.075672
4890,NORMANTON,-17.669996,141.079184
4891,KARUMBA,-17.483843,140.839772
4895,BLOOMFIELD,-16.013552,145.263051
4895,COOKTOWN,-15.467488,145.249502
4895,DEGARRA,-15.937966,145.349402
4895,HELENVALE,-15.707322,145.222621
4895,HOPE VALE,-15.135883,145.171864
4895,ROSSVILLE,-15.752802,145.268291
4895,STARCKE,-15.050684,145.122388
4895,WUJAL WUJAL,-15.968983,145.315494
9000,BRISBANE,-27.603479,152.823141
9001,BRISBANE,-27.603479,152.823141
9002,BRISBANE,-27.603479,152.823141
9005,BRISBANE,-27.603479,152.823141
9007,BRISBANE,-27.603479,152.823141
9008,BRISBANE,-27.603479,152.823141
9009,BRISBANE,-27.603479,152.823141
9010,BRISBANE,-27.603479,152.823141
9013,BRISBANE,-27.603479,152.823141
9015,BRISBANE,-27.603479,152.823141
9020,BRISBANE,-27.603479,152.823141
